key,cluster_profile,segment,Ntips_with_Rcode,AncNode,NCladetips,evoRate,evoRate_95lower,evoRate_95upper,TMRCA,relative.depth,youngestTip.time,persist.time,Lat_MRCA,Lon_MRCA,collection_regionname,host_simplifiedhost,prob_collection_regionname,prob_host_simplifiedhost,mean_branch_velocity,weighted_branch_velocity,original_diff_coeff,weighted_diff_coeff,count_cross_species,count_to_mammal,col2,group2,Length_Between_First_Last_Sample
pb1_3131314_12,3_1_3_1_3_14_1_2,pb1,5,847,5,0.005493748,0.001002639,0.036332862,2021.51763,0.098299833,2022.167123,0.649493349,30.8136167,115.4207649,eastern asia,anseriformes-wild,1,0.889711029,1840.946,1238.667,88062.93,76068.97,NA,NA,#99ccc7,minor,0.263
pb1_12_1523312,12_1_5_2_3_3_1_2,pb1,27,853,37,0.004494273,1.78154e-4,0.099846438,2020.581617,0.131270522,2021.194521,0.612903773,37.46486725,130.836977,eastern asia,galliformes-domestic,1,0.870077142,4542.921,3504.04,406482,287122.3,NA,NA,#cc66b3,minor,0.302
pb1_18_121118_11,18_1_2_1_1_18_1_1,pb1,2,897,3,0.006132714,5.71929e-4,0.041310631,2022.748097,0.054160459,2023.043836,0.295738315,42.05943408,135.586669,eastern asia,other-bird,1,0.888111189,NA,NA,NA,NA,NA,NA,#3633cc,minor,0.222
pb1_2112_11111,2_1_12_1_1_1_1_1,pb1,1,898,2,0.003578776,1.41613e-4,0.057409866,2022.790884,0.052299014,2023.19726,0.406375896,39.59558662,136.9139631,eastern asia,galliformes-domestic,1,0.825022065,NA,NA,NA,NA,NA,NA,#c9cc99,minor,0
pb1_1112_11111,1_1_12_1_1_1_1_1,pb1,7,905,7,0.005214273,2.00304e-4,0.064335861,2022.866017,0.049340934,2023.293151,0.427133943,42.51542946,140.5332688,eastern asia,other-bird,1,0.99930007,5015.24,4476.25,622485.8,733878.3,NA,NA,#99cca2,minor,0.348
pb1_2111130_11,2_1_1_1_1_30_1_1,pb1,1,923,2,0.003495429,1.24548e-4,0.036217975,2023.897062,0.012827446,2024.040984,0.143921976,34.1806083,132.0831577,eastern asia,other-bird,1,0.938799076,NA,NA,NA,NA,NA,NA,#99cc9d,minor,0
pb1_91715111,9_1_7_1_5_1_1_1,pb1,3,951,3,0.003698828,1.25968e-4,0.044555737,2022.747638,0.053734215,2022.956164,0.208526819,34.48468291,126.5600033,eastern asia,other-bird,1,0.535446455,NA,NA,NA,NA,NA,NA,#bfcc99,minor,0.068
pb1_11715115,1_1_7_1_5_1_1_5,pb1,8,889,136,0.002341024,1.18188e-4,0.032851692,2016.297841,0.283858372,2023.071233,6.773391632,36.49291781,107.5338743,eastern asia,anseriformes-wild,0.99990001,0.858014199,2049.057,1408.436,138536.4,107913.7,NA,NA,#66cc9c,minor,0.227
pb1_91615111,9_1_6_1_5_1_1_1,pb1,1,955,2,0.005426168,1.57977e-4,0.06979129,2022.870441,0.04946978,2023.068493,0.198052469,26.5778124,99.29369007,southern asia,other-bird,0.985098834,0.579827674,NA,NA,NA,NA,NA,NA,#E2B815,minor,0
pb1_91111111,9_1_1_1_1_1_1_1,pb1,1,955,2,0.005426168,1.57977e-4,0.06979129,2022.870441,0.04946978,2023.630137,0.759696305,26.5778124,99.29369007,southern asia,other-bird,0.985098834,0.579827674,NA,NA,NA,NA,NA,NA,#E1BA1B,minor,0
pb1_11611111,1_1_6_1_1_1_1_1,pb1,1,957,3,0.008341057,6.38499e-4,0.081401665,2022.242142,0.071805868,2022.460274,0.218131895,34.80908124,99.04862655,eastern asia,anseriformes-wild,1,0.99960004,NA,NA,NA,NA,NA,NA,#cbcc33,minor,0
pb1_21116111,2_1_1_1_6_1_1_1,pb1,14,959,66,0.002650295,1.11112e-4,0.061222806,2016.479866,0.276580525,2022.263014,5.783147552,36.49291781,107.5338743,eastern asia,anseriformes-wild,0.99990001,0.858014199,551.7965,503.8705,9436.981,10820.14,NA,NA,#b4cc99,minor,0.271
pb1_21615111,2_1_6_1_5_1_1_1,pb1,4,982,4,0.008748272,0.001180733,0.056290074,2021.850701,0.086009895,2022.093151,0.242449957,34.85933231,125.8286125,eastern asia,anseriformes-wild,1,0.99890011,765.1973,736.4013,10252.44,14664.43,NA,NA,#cc4d33,minor,0.145
pb1_31319212,3_1_3_1_9_2_1_2,pb1,1,985,2,0.00919733,9.77465e-4,0.058523566,2020.171938,0.147058012,2022.060274,1.888336419,54.22079532,123.3690477,eastern asia,anseriformes-wild,0.99990001,0.98960104,NA,NA,NA,NA,NA,NA,#CBC968,minor,0
pb1_14_112_16111,14_1_12_1_6_1_1_1,pb1,1,989,5,0.008127115,0.001048797,0.050745879,2021.643153,0.093709875,2021.972603,0.329449588,35.74947285,127.8506484,eastern asia,anseriformes-wild,1,0.690830917,NA,NA,NA,NA,NA,NA,#ccc966,minor,0
pb1_91715115,9_1_7_1_5_1_1_5,pb1,7,998,12,0.004464975,4.24511e-4,0.02035514,2022.518001,0.061333549,2023.084932,0.566930531,34.15777702,130.684907,eastern asia,other-bird,1,0.636363636,450.6779,417.5713,2642.287,2692.358,NA,NA,#99a0cc,minor,0.252
pb1_91115115,9_1_1_1_5_1_1_5,pb1,1,1008,2,0.004029305,1.58546e-4,0.044581867,2022.802217,0.051550355,2022.854795,0.0525771,31.09878903,130.4396749,eastern asia,other-bird,1,0.981627297,NA,NA,NA,NA,NA,NA,#E2B918,minor,0
pb1_11115115,1_1_1_1_5_1_1_5,pb1,1,1009,2,0.005776984,2.13042e-4,0.063350055,2022.769727,0.052988083,2022.835616,0.065889149,33.04215986,129.783344,eastern asia,anseriformes-wild,1,0.448755124,NA,NA,NA,NA,NA,NA,#6f66cc,minor,0
pb1_20_1715111,20_1_7_1_5_1_1_1,pb1,1,1009,2,0.005776984,2.13042e-4,0.063350055,2022.769727,0.052988083,2022.89863,0.128902847,33.04215986,129.783344,eastern asia,anseriformes-wild,1,0.448755124,NA,NA,NA,NA,NA,NA,#99b5cc,minor,0
pb1_11715111,1_1_7_1_5_1_1_1,pb1,3,1011,3,0.003748424,1.65837e-4,0.055158045,2022.811771,0.051216858,2023.175342,0.363571426,34.38842742,129.8919243,eastern asia,other-bird,1,0.99360064,1198.43,1199.414,84303.36,85401.29,NA,NA,#cc66c9,minor,0.161
pb1_11711115,1_1_7_1_1_1_1_5,pb1,1,1014,2,0.003836221,1.34301e-4,0.053337465,2022.751422,0.053462489,2022.832877,0.081455192,34.59456249,131.5653224,eastern asia,galliformes-domestic,1,0.765995976,NA,NA,NA,NA,NA,NA,#bacc99,minor,0
pb1_11_1615116,11_1_6_1_5_1_1_6,pb1,1,1014,2,0.003836221,1.34301e-4,0.053337465,2022.751422,0.053462489,2022.989041,0.237619576,34.72414928,131.5072339,eastern asia,galliformes-domestic,1,0.855748031,NA,NA,NA,NA,NA,NA,#a533cc,minor,0
pb1_11_113_15115,11_1_13_1_5_1_1_5,pb1,4,1015,4,0.006113455,1.34985e-4,0.081367589,2022.781341,0.052285439,2022.969863,0.188522199,34.60356097,131.6654256,eastern asia,galliformes-domestic,1,0.950091296,2107.164,1817.768,89803.96,118529.1,NA,NA,#ccbe66,minor,0.08
pb1_11_1615115,11_1_6_1_5_1_1_5,pb1,1,993,26,0.007713642,0.001619136,0.053305262,2022.104052,0.077017251,2022.843836,0.739783598,33.74455526,129.3993357,eastern asia,other-bird,1,0.677132287,NA,NA,NA,NA,NA,NA,#8f66cc,minor,0
pb1_17_16152110,17_1_6_1_5_2_1_10,pb1,7,1018,7,0.007983974,0.002538871,0.022150307,2021.144402,0.111117322,2021.873973,0.729570823,14.91657826,105.7232292,south-eastern asia,anseriformes-wild,0.99950005,0.99830017,1686.788,681.4692,40200.31,33475.36,NA,NA,#333fcc,minor,0.167
pb1_411_11726_11,4_11_1_1_7_26_1_1,pb1,1,478,3,0.002162398,3.83039e-4,0.018833992,2017.840067,0.413647145,2022.69863,4.858563046,43.42104129,31.000102300000002,northern america,anseriformes-wild,0.884901678,0.738806799,NA,NA,NA,NA,NA,NA,#DDC845,minor,0
pb1_411_112113,4_11_1_1_2_1_1_3,pb1,4,482,5,0.005054182,0.001418866,0.021758981,2023.250177,0.075825636,2023.69863,0.44845271,41.29478292,-74.03986824,northern america,galliformes-domestic,1,0.460059993,133.9588,132.6292,585.976,843.0714,NA,NA,#66ccc6,minor,0.439
pb1_61812111,6_1_8_1_2_1_1_1,pb1,1,507,2,0.004433319,7.5292e-4,0.028265669,2022.2253,0.137947049,2022.273973,0.048672792,37.01813858,-83.88721863,northern america,anseriformes-wild,1,1,NA,NA,NA,NA,NA,NA,#DFC02D,minor,0
pb1_51112111,5_1_1_1_2_1_1_1,pb1,35,511,59,0.005679168,3.71432e-4,0.039266702,2022.185136,0.139832059,2023.682192,1.497055286,39.57981132,-88.06938582,northern america,anseriformes-wild,1,1,4951.558,4408.225,707406.3,932858.7,4,1,#8bcc33,major,1.52
pb1_51111111,5_1_1_1_1_1_1_1,pb1,1,515,13,0.001119874,NA,NA,2022.254357,0.135274012,2022.208219,0.046138122,41.35189283,-95.71439991,northern america,anseriformes-wild,1,1,NA,NA,NA,NA,NA,NA,#DEC336,minor,0
pb1_21112111,2_1_1_1_2_1_1_1,pb1,12,509,113,0.002653808,NA,NA,2022.148219,0.14180263,2022.268493,0.12027377,40.78447297,-83.4395511,northern america,anseriformes-wild,1,0.939512542,12503.43,4373.543,645371,473995.7,1,NA,#33aecc,minor,0.183
pb1_27_1111111,27_1_1_1_1_1_1_1,pb1,1,583,2,0.00416097,3.86776e-4,0.035188601,2022.335921,0.130667366,2022.19726,0.138661007,38.56849736,-99.42395181,northern america,anseriformes-wild,1,0.865296804,NA,NA,NA,NA,NA,NA,#cc8966,minor,0
pb1_41112111,4_1_1_1_2_1_1_1,pb1,28,508,142,0.006080477,NA,NA,2022.101188,0.144695559,2023.90411,1.802921521,40.08290345,-86.26004839,northern america,anseriformes-wild,1,1,6409.48,3614.888,1098830,678682,7,1,#66cc71,major,1.819
pb1_61112111,6_1_1_1_2_1_1_1,pb1,9,508,142,0.006080477,NA,NA,2022.101188,0.144695559,2022.336986,0.235798233,40.78447297,-83.4395511,northern america,anseriformes-wild,1,0.939512542,18383.18,13217.6,4482148,3202835,2,NA,#99c0cc,minor,0.205
pb1_41117111,4_1_1_1_7_1_1_1,pb1,4,493,177,0.007950494,8.94421e-4,0.053001574,2021.849665,0.163181917,2022.868493,1.018827727,47.21874671,-76.19424474,northern america,charadriiformes-wild,1,0.638151317,3548.856,2476.396,263675.3,180450,NA,NA,#ccb399,major,0.534
pb1_41112113,4_1_1_1_2_1_1_3,pb1,1,628,2,0.004027871,3.23556e-4,0.022306007,2022.376695,0.12847012,2022.315068,0.061627006,40.79213115,-97.2655521,northern america,anseriformes-wild,1,0.904564315,NA,NA,NA,NA,NA,NA,#DDC742,minor,0
pb1_15_1111111,15_1_1_1_1_1_1_1,pb1,2,639,2,0.00516266,7.92019e-4,0.022161149,2022.98501,0.0913597,2022.832877,0.152133494,41.5364052,-73.14226701,northern america,galliformes-domestic,1,0.996444839,551.6646,551.6646,5004.335,5004.335,NA,NA,#99bbcc,minor,0
pb1_15_1112111,15_1_1_1_2_1_1_1,pb1,2,642,2,0.00446599,3.25752e-4,0.042636524,2022.385483,0.127946224,2022.254795,0.130688525,45.19085601,-96.42440169,northern america,anseriformes-wild,1,0.995396362,4809.791,4798.026,479380.1,478207.5,NA,NA,#6687cc,minor,0.008
pb1_211111111,2_1_1_1_1_1_1_11,pb1,6,656,6,0.003359286,3.73058e-4,0.040755683,2022.726693,0.107071094,2023.873973,1.14727923,40.41878536,-78.2926433,northern america,charadriiformes-wild,1,0.650927675,2524.392,1796.708,275362.4,286705.8,1,NA,#33ccb9,major,0.945
pb1_15_3112113,15_3_1_1_2_1_1_3,pb1,11,672,78,0.009076009,0.001232212,0.050799997,2022.199346,0.139386818,2023.375342,1.175996617,46.18570826,-99.60391957,northern america,galliformes-domestic,1,0.971191792,5279.8,1635.296,287294.5,411067.6,1,NA,#99b0cc,minor,0.276
pb1_43112111,4_3_1_1_2_1_1_1,pb1,4,672,78,0.009076009,0.001232212,0.050799997,2022.199346,0.139386818,2022.915068,0.715722645,45.40581209,-98.12336393,northern america,galliformes-domestic,1,0.324963893,1918.766,1918.766,20832.39,20832.39,NA,NA,#999bcc,major,0.592
pb1_410_112113,4_10_1_1_2_1_1_3,pb1,1,700,2,0.009466551,9.55173e-4,0.047167654,2022.573197,0.116066016,2022.70411,0.130912336,45.40954445,-97.07461781,northern america,galliformes-domestic,1,0.582233603,NA,NA,NA,NA,NA,NA,#DCC948,minor,0
pb1_53112111,5_3_1_1_2_1_1_1,pb1,3,717,3,0.003784378,3.99874e-4,0.022264543,2022.924408,0.094415219,2022.947945,0.02353763,35.41441361,-96.18969581,northern america,galliformes-domestic,1,0.786023775,3304.715,2898.701,401857.3,336422,NA,NA,#cc9e66,minor,0.066
pb1_53112113,5_3_1_1_2_1_1_3,pb1,1,725,2,0.005130363,4.03483e-4,0.04335002,2022.89838,0.096152535,2022.786301,0.112078998,32.39208368,-98.28868693,northern america,anseriformes-wild,1,0.961364663,NA,NA,NA,NA,NA,NA,#DFC233,minor,0
pb1_28_3112113,28_3_1_1_2_1_1_3,pb1,1,733,8,0.005152676,3.0414e-4,0.045176673,2022.938605,0.093748373,2023.167123,0.228517999,22.81652264,-90.34737448,northern america,other-bird,1,0.993209124,NA,NA,NA,NA,NA,NA,#cc9d33,minor,0
pb1_43117113,4_3_1_1_7_1_1_3,pb1,1,671,79,0.00506606,0.001063409,0.02527194,2021.121608,0.210453575,2022.810959,1.689350497,46.73198371,-97.16010857,northern america,galliformes-domestic,1,0.990384615,NA,NA,NA,NA,NA,NA,#DDC63F,minor,0
pb1_43812111,4_3_8_1_2_1_1_1,pb1,1,670,80,0.004495819,4.58907e-4,0.040022973,2018.948283,0.338111532,2023.156164,4.207881386,46.18184597,-96.92411205,northern america,other-bird,1,0.331109629,NA,NA,NA,NA,NA,NA,#DEC53C,minor,0
pb1_85112113,8_5_1_1_2_1_1_3,pb1,37,753,79,0.010603476,0.001711934,0.05129975,2022.802538,0.101962092,2024.18306,1.380522163,41.47763942,-90.92283707,northern america,galliformes-domestic,1,0.431174314,8755.375,6554.108,1777206,1830464,8,NA,#99ccc2,major,1.01
pb1_45117113,4_5_1_1_7_1_1_3,pb1,16,754,78,0.014249119,0.001965351,0.067500321,2023.037127,0.087666269,2023.967123,0.929996156,43.24480848,-100.8526212,northern america,galliformes-domestic,1,0.796107255,9216.162,5277.577,1673441,1310895,7,1,#5633cc,minor,0.225
pb1_45112113,4_5_1_1_2_1_1_3,pb1,13,757,60,0.002574271,2.30319e-4,0.046699403,2023.614578,0.053575222,2024.453552,0.838973492,40.9396508,-103.6579611,northern america,galliformes-domestic,1,0.98675050500000006,5023.986,5054.536,856047.6,1221870,1,NA,#66ccbc,minor,0.391
pb1_85117113,8_5_1_1_7_1_1_3,pb1,6,782,6,0.007079765,4.73906e-4,0.048267676,2023.917795,0.033403657,2023.915068,0.002726069,48.71314261,-118.3751439,northern america,galliformes-domestic,1,0.788356849,3934.043,3523.024,290664.1,354852.4,1,NA,#cc33a2,minor,0.107
pb1_55112113,5_5_1_1_2_1_1_3,pb1,6,787,30,0.003585554,0.001199093,0.009019016,2023.81839,0.039711235,2024.005464,0.187074007,40.8720454,-94.76876101,northern america,galliformes-domestic,1,1,5508.511,5283.789,264315.7,300523.3,NA,NA,#8466cc,minor,0.15
pb1_85111113,8_5_1_1_1_1_1_3,pb1,1,796,2,0.003845907,4.37217e-4,0.021359064,2024.029129,0.026264295,2023.915068,0.114060551,42.45415498,-112.342363,northern america,galliformes-domestic,1,0.975609756,NA,NA,NA,NA,NA,NA,#E1BB1E,minor,0
pb1_64812111,6_4_8_1_2_1_1_1,pb1,25,832,54,0.010600292,0.001105411,0.057082246,2022.12315,0.144134354,2023.175342,1.052192726,37.48952734,-84.94279162,northern america,other-bird,1,0.951560938,5399.798,3636.545,870634.1,689684.1,6,NA,#66bccc,major,1.027
pb1_64112111,6_4_1_1_2_1_1_1,pb1,28,833,52,0.004247253,7.57355e-4,0.020874423,2022.15101,0.142166415,2023.260274,1.10926398,37.48952734,-84.94279162,northern america,other-bird,1,0.951560938,7061.797,2409.617,1574680,500162.7,7,NA,#33cc79,major,1.194
pb1_4414_111111,4_4_14_1_1_1_1_11,pb1,5,885,5,0.003427605,0.001020834,0.008699774,2023.864549,0.037555558,2024.02459,0.160041568,37.71703563,-78.16022118,northern america,anseriformes-wild,1,0.714365071,2177.656,2008.84,260334,364851.7,NA,NA,#7bcc33,minor,0.151
pb1_44112111,4_4_1_1_2_1_1_1,pb1,1,889,31,0.004030585,0.001371013,0.021363858,2022.209652,0.142401075,2022.69589,0.486238475,47.97043114,-102.4866017,northern america,anseriformes-wild,1,0.539495612,NA,NA,NA,NA,NA,NA,#DEC439,minor,0
pb1_251111111,2_5_1_1_1_1_1_11,pb1,2,891,2,0.004279683,9.87719e-4,0.013945576,2023.990918,0.029248768,2023.79726,0.193658188,46.25139433,-94.13445704,northern america,galliformes-domestic,1,0.99911121,365.3242,365.3242,735.0257,735.0257,NA,NA,#cc8d33,minor,0
pb1_55912111,5_5_9_1_2_1_1_1,pb1,5,897,5,0.010708051,0.001577451,0.045882352,2023.113781,0.08262265,2023.89863,0.784848943,35.23807949,-90.1156453,northern america,other-bird,1,0.776913676,954.7462,661.0596,48886.57,40116.92,NA,NA,#cc6689,major,0.798
pb1_5491229_11,5_4_9_1_2_29_1_1,pb1,1,903,2,0.004375072,4.90897e-4,0.031579187,2022.862458,0.098451051,2023.347945,0.485487093,45.9219518,-92.62157098,northern america,galliformes-domestic,1,1,NA,NA,NA,NA,NA,NA,#DFC130,minor,0
pb1_810_112113,8_10_1_1_2_1_1_3,pb1,3,926,3,0.005948625,0.001469137,0.020307695,2023.850772,0.038406633,2023.90411,0.053337439,39.43125785,-90.46863268,northern america,galliformes-domestic,1,0.579380069,2129.585,2107.291,127681.7,229333.7,NA,NA,#ccbc33,minor,0.107
pb1_15_10_112113,15_10_1_1_2_1_1_3,pb1,2,928,2,0.010263549,0.001079867,0.061568808,2022.987287,0.090934281,2022.794521,0.192766075,28.747599,-82.52623204,northern america,galliformes-domestic,1,0.885901566,700.9684,700.9684,2886.245,2886.245,NA,NA,#33ccc9,minor,0
pb1_15_10_19_17113,15_10_19_1_7_1_1_3,pb1,4,935,4,0.001907979,5.35311e-4,0.004342437,2022.312962,0.132116756,2022.227397,0.085564828,42.98360697,-75.7477561,northern america,galliformes-wild,1,0.959782246,312.4684,185.1059,886.8191,507.6566,NA,NA,#abcc33,minor,0.008
pb2_72529312,7_2_5_2_9_3_1_2,pb2,4,142,4,0.005206325,0.002063874,0.029617598,2018.766804,0.473457181,2019.158904,0.392100107,12.04935571,12.03256415,western africa,galliformes-domestic,0.998777914,0.994667259,1221.611,1201.884,76330.32,101666.2,NA,NA,#cb99cc,minor,0.101
pb2_72525312,7_2_5_2_5_3_1_2,pb2,1,141,5,0.002508171,2.28131e-4,0.019343195,2016.190745,0.678087993,2020.248634,4.057889364,59.10902896,90.47702971,central asia,anseriformes-domestic,0.959082455,0.675759454,NA,NA,NA,NA,NA,NA,#E1BC21,minor,0
pb2_12323322,1_2_3_2_3_3_2_2,pb2,4,151,4,0.005090993,4.60446e-4,0.01076863,2019.05696,0.445817593,2019.139726,0.0827656,26.70235041,29.88920845,northern africa,anseriformes-wild,1,0.999666704,510.673,417.3576,1833.245,1786.896,NA,NA,#6fcc66,minor,0
pb2_22_2313212,22_2_3_1_3_2_1_2,pb2,1,159,6,0.002942047,3.4223e-4,0.030208847,2019.742649,0.38243833,2022.049315,2.306666248,29.31823806,20.14925563,northern africa,anseriformes-wild,0.953227419,0.826685924,NA,NA,NA,NA,NA,NA,#cc3392,minor,0.15
pb2_32313242,3_2_3_1_3_2_4_2,pb2,1,164,2,0.005966031,9.02042e-4,0.036911122,2019.112762,0.440489292,2019.139726,0.026963559,26.58620926,29.74496138,northern africa,galliformes-domestic,1,0.999888901,NA,NA,NA,NA,NA,NA,#D9CA52,minor,0
pb2_32323322,3_2_3_2_3_3_2_2,pb2,8,166,10,0.004571866,3.96768e-4,0.035556304,2017.342813,0.593049311,2019.306849,1.964036559,30.60374979,24.70958992,northern africa,galliformes-domestic,0.999887817,0.999326902,637.9901,694.164,6686.222,8696.777,NA,NA,#a466cc,minor,0.189
pb2_32313222,3_2_3_1_3_2_2_2,pb2,1,168,3,0.003093565,2.56082e-4,0.026937203,2017.917921,0.541827195,2020.122951,2.205029468,28.32566596,27.37353481,northern africa,galliformes-domestic,1,0.998444617,NA,NA,NA,NA,NA,NA,#D7CA55,minor,0
pb2_17_1111111,17_1_1_1_1_1_1_1,pb2,7,215,7,0.007118617,0.001704715,0.028700432,2022.682559,0.131534911,2023.120548,0.437988936,14.0957075,4.801885666,western africa,galliformes-domestic,1,0.998889012,2044.172,1512.656,107980.3,121071.6,NA,NA,#ccad33,minor,0.17
pb2_2111128_61,2_1_1_1_1_28_6_1,pb2,1,228,2,0.003937118,3.94647e-4,0.026270153,2021.924367,0.196378968,2021.989041,0.064674396,9.638795581,7.356980676,western africa,galliformes-domestic,1,1,NA,NA,NA,NA,NA,NA,#5bcc33,minor,0
pb2_2117_11111,2_1_17_1_1_1_1_1,pb2,6,230,7,0.007737783,0.001275929,0.047754253,2021.450734,0.237383667,2022.20274,0.752005273,11.81058349,-1.005063225,western africa,galliformes-domestic,1,0.967670259,778.3015,931.1195,26529.56,57468.71,NA,NA,#33cc89,minor,0.271
pb2_211110_111,2_1_1_1_10_1_1_1,pb2,1,241,2,0.005827912,7.6021e-4,0.037265681,2021.761342,0.211056709,2022.052055,0.290712907,51.71478249,10.41038877,western europe,anseriformes-domestic,0.998444617,0.543384068,NA,NA,NA,NA,NA,NA,#cc9e99,minor,0.178
pb2_41112111,4_1_1_1_2_1_1_1,pb2,3,520,8,0.004130395,3.16562e-4,0.010111133,2022.0141,0.048412463,2022.312329,0.298229254,48.13382691,-99.5626888,northern america,other-bird,1,0.664790318,NA,NA,NA,NA,7,1,#66cc71,major,1.819
pb2_21_616_1810_19,21_6_16_1_8_10_1_9,pb2,5,532,6,0.004394722,6.74865e-4,0.02380259,2018.99067,0.113895724,2021.619178,2.628508149,24.55651499,112.2568082,eastern asia,anseriformes-wild,1,0.520547945,124.3317,89.27691,250.5106,246.3545,NA,NA,#cc3362,minor,0
pb2_21_16_16_1810_19,21_16_16_1_8_10_1_9,pb2,1,533,5,0.003301824,2.88549e-4,0.029378954999999998,2020.332757,0.086780463,2021.2,0.867243145,23.75303233,112.7861608,eastern asia,anseriformes-wild,1,0.561575799,NA,NA,NA,NA,NA,NA,#b199cc,minor,0
pb2_11_113_15115,11_1_13_1_5_1_1_5,pb2,4,542,4,0.004626194,9.56376e-4,0.016264747,2022.698069,0.033794162,2022.969863,0.271793965,34.38533534,131.5853946,eastern asia,galliformes-domestic,1,0.894810519,1889.732,1527.188,100549,91698.88,NA,NA,#ccbe66,minor,0.08
pb2_11_7615116,11_7_6_1_5_1_1_6,pb2,29,546,38,0.00373577,3.48771e-4,0.020742533,2022.28575,0.042408581,2023.687671,1.401921691,27.53535538,126.6582635,eastern asia,anseriformes-wild,0.99890011,0.522347765,3133.706,3210.541,595280,1333080,NA,NA,#c699cc,major,1.173
pb2_11_7615111,11_7_6_1_5_1_1_1,pb2,2,546,38,0.00373577,3.48771e-4,0.020742533,2022.28575,0.042408581,2023.178082,0.89233265,30.57565651,128.2915086,eastern asia,anseriformes-wild,1,0.552995392,NA,NA,NA,NA,NA,NA,#8fcc66,minor,0.077
pb2_11_76151113,11_7_6_1_5_1_1_13,pb2,2,577,2,0.00218008,2.70751e-4,0.013222172,2023.618537,0.014347298,2023.687671,0.069134072,24.61501315,93.40597611,southern asia,anseriformes-wild,0.99910009,0.99410059,4710.216,4710.216,387980.2,387980.2,NA,NA,#3bcc33,minor,0
pb2_11_1615116,11_1_6_1_5_1_1_6,pb2,1,578,2,0.003373476,2.81614e-4,0.02703833,2022.819508,0.031103289,2022.989041,0.169533184,33.84167814,129.8136872,eastern asia,anseriformes-wild,1,0.891089109,NA,NA,NA,NA,NA,NA,#a533cc,minor,0
pb2_11_7615115,11_7_6_1_5_1_1_5,pb2,2,580,4,0.004263984,2.52941e-4,0.038731954,2022.688651,0.033764292,2022.841096,0.152444411,31.27835191,130.058561,eastern asia,other-bird,1,0.532078964,NA,NA,NA,NA,NA,NA,#99cca7,minor,0.003
pb2_11_77151112,11_7_7_1_5_1_1_12,pb2,1,582,2,0.004479028,3.14827e-4,0.055049165,2022.821378,0.030790149,2022.846575,0.025197606,31.03939305,130.3172484,eastern asia,other-bird,1,0.99950005,NA,NA,NA,NA,NA,NA,#cc669e,minor,0
pb2_11_1615115,11_1_6_1_5_1_1_5,pb2,1,582,2,0.004479028,3.14827e-4,0.055049165,2022.821378,0.030790149,2022.843836,0.02245788,31.03939305,130.3172484,eastern asia,other-bird,1,0.99950005,NA,NA,NA,NA,NA,NA,#8f66cc,minor,0
pb2_11_7116111,11_7_1_1_6_1_1_1,pb2,1,545,39,0.009159325,0.001147029,0.048050946,2022.232594,0.043602451,2022.879452,0.646858087,35.55475145,132.0762359,eastern asia,other-bird,1,1,NA,NA,NA,NA,NA,NA,#cc99c6,minor,0
pb2_11_92113_111,11_9_2_1_13_1_1_1,pb2,1,589,2,0.003696505,3.41937e-4,0.031003079,2020.817967,0.074757108,2023.90411,3.08614261,37.99047606,133.0853973,eastern asia,environment,1,0.887511249,NA,NA,NA,NA,NA,NA,#cc3352,minor,0
pb2_11_962518_12,11_9_6_2_5_18_1_2,pb2,1,587,4,0.002585317,1.94132e-4,0.028519856,2019.559704,0.100450534,2020.857923,1.298219177,48.96388689,122.4586879,eastern asia,anseriformes-wild,1,0.998694517,NA,NA,NA,NA,NA,NA,#cc5d33,minor,0
pb2_1112_11111,1_1_12_1_1_1_1_1,pb2,7,600,7,0.002215021,8.23676e-4,0.005832401,2022.833288,0.030870585,2023.293151,0.459862682,41.78434507,141.0336633,eastern asia,other-bird,1,0.99480052,4957.943,3699.929,494048.2,352805.3,NA,NA,#99cca2,minor,0.348
pb2_3231325_12,3_2_3_1_3_25_1_2,pb2,1,613,2,0.003911289,2.34226e-4,0.031553828,2020.736604,0.075734684,2020.800546,0.063942791,33.56567374,-72.13950209,northern america,anseriformes-wild,0.999794239,0.9968107,NA,NA,NA,NA,NA,NA,#D4CA5A,minor,0
pb2_323116_212,3_2_3_1_16_2_1_2,pb2,1,622,4,0.00182167,0.001345714,0.002297625,2020.842565,0.073287125,2021.284932,0.442366528,35.36542929,127.1762781,eastern asia,anseriformes-wild,1,1,NA,NA,NA,NA,NA,NA,#D0C961,minor,0
pb2_312_313212,3_12_3_1_3_2_1_2,pb2,2,617,75,0.003691935,4.36349e-4,0.027401176,2020.576912,0.079312655,2021.123288,0.546375768,35.7849339,103.5590051,eastern asia,anseriformes-wild,1,1,NA,NA,NA,NA,NA,NA,#afcc66,minor,0.085
pb2_314_313212,3_14_3_1_3_2_1_2,pb2,1,641,6,0.004678387,2.59257e-4,0.038060681,2020.940945,0.071309618,2021.2,0.25905503,35.25759375,124.0173427,eastern asia,anseriformes-wild,1,1,NA,NA,NA,NA,NA,NA,#cc6693,minor,0
pb2_3131314_12,3_1_3_1_3_14_1_2,pb2,5,642,5,0.004624356,5.77017e-4,0.025840648,2021.572918,0.057914968,2022.167123,0.594205196,30.64104473,116.4636081,eastern asia,anseriformes-wild,1,0.95630437,1026.567,1168.465,50183.13,92334.85,NA,NA,#99ccc7,minor,0.263
