primary_com_name,sci_name,order,family,class
chestnut wood-quail,odontophorus hyperythrus,galliformes,odontophoridae,Aves
dark-backed wood-quail,odontophorus melanonotus,galliformes,odontophoridae,Aves
rufous-breasted wood-quail,odontophorus speciosus,galliformes,odontophoridae,Aves
tacarcuna wood-quail,odontophorus dialeucos,galliformes,odontophoridae,Aves
gorgeted wood-quail,odontophorus strophium,galliformes,odontophoridae,Aves
venezuelan wood-quail,odontophorus columbianus,galliformes,odontophoridae,Aves
black-breasted wood-quail,odontophorus leucolaemus,galliformes,odontophoridae,Aves
stripe-faced wood-quail,odontophorus balliviani,galliformes,odontophoridae,Aves
starred wood-quail,odontophorus stellatus,galliformes,odontophoridae,Aves
spotted wood-quail,odontophorus guttatus,galliformes,odontophoridae,Aves
wood-quail sp.,odontophorus sp.,galliformes,odontophoridae,Aves
new world quail sp.,odontophoridae sp.,galliformes,odontophoridae,Aves
udzungwa partridge,xenoperdix udzungwensis,galliformes,phasianidae,Aves
ferruginous partridge,caloperdix oculeus,galliformes,phasianidae,Aves
crested partridge,rollulus rouloul,galliformes,phasianidae,Aves
black partridge,melanoperdix niger,galliformes,phasianidae,Aves
hill partridge,arborophila torqueola,galliformes,phasianidae,Aves
sichuan partridge,arborophila rufipectus,galliformes,phasianidae,Aves
chestnut-breasted partridge,arborophila mandellii,galliformes,phasianidae,Aves
white-necklaced partridge,arborophila gingica,galliformes,phasianidae,Aves
rufous-throated partridge,arborophila rufogularis,galliformes,phasianidae,Aves
red-billed partridge,arborophila rubrirostris,galliformes,phasianidae,Aves
chestnut-headed partridge,arborophila cambodiana,galliformes,phasianidae,Aves
hainan partridge,arborophila ardens,galliformes,phasianidae,Aves
taiwan partridge,arborophila crudigularis,galliformes,phasianidae,Aves
white-cheeked partridge,arborophila atrogularis,galliformes,phasianidae,Aves
bar-backed partridge,arborophila brunneopectus,galliformes,phasianidae,Aves
orange-necked partridge,arborophila davidi,galliformes,phasianidae,Aves
red-breasted partridge,arborophila hyperythra,galliformes,phasianidae,Aves
malayan partridge,arborophila campbelli,galliformes,phasianidae,Aves
roll's partridge,arborophila rolli,galliformes,phasianidae,Aves
sumatran partridge,arborophila sumatrana,galliformes,phasianidae,Aves
roll's/sumatran partridge,arborophila rolli/sumatrana,galliformes,phasianidae,Aves
chestnut-bellied partridge,arborophila javanica,galliformes,phasianidae,Aves
grey-breasted partridge,arborophila orientalis,galliformes,phasianidae,Aves
snow partridge,lerwa lerwa,galliformes,phasianidae,Aves
blood pheasant,ithaginis cruentus,galliformes,phasianidae,Aves
western tragopan,tragopan melanocephalus,galliformes,phasianidae,Aves
satyr tragopan,tragopan satyra,galliformes,phasianidae,Aves
blyth's tragopan,tragopan blythii,galliformes,phasianidae,Aves
temminck's tragopan,tragopan temminckii,galliformes,phasianidae,Aves
cabot's tragopan,tragopan caboti,galliformes,phasianidae,Aves
chestnut-throated monal-partridge,tetraophasis obscurus,galliformes,phasianidae,Aves
buff-throated monal-partridge,tetraophasis szechenyii,galliformes,phasianidae,Aves
himalayan monal,lophophorus impejanus,galliformes,phasianidae,Aves
sclater's monal,lophophorus sclateri,galliformes,phasianidae,Aves
chinese monal,lophophorus lhuysii,galliformes,phasianidae,Aves
koklass pheasant,pucrasia macrolopha,galliformes,phasianidae,Aves
wild turkey,meleagris gallopavo,galliformes,phasianidae,Aves
wild turkey (domestic type),meleagris gallopavo (domestic type),galliformes,phasianidae,Aves
ocellated turkey,meleagris ocellata,galliformes,phasianidae,Aves
ruffed grouse,bonasa umbellus,galliformes,phasianidae,Aves
hazel grouse,tetrastes bonasia,galliformes,phasianidae,Aves
severtzov's grouse,tetrastes sewerzowi,galliformes,phasianidae,Aves
greater sage-grouse,centrocercus urophasianus,galliformes,phasianidae,Aves
gunnison sage-grouse,centrocercus minimus,galliformes,phasianidae,Aves
greater/gunnison sage-grouse,centrocercus urophasianus/minimus,galliformes,phasianidae,Aves
dusky grouse,dendragapus obscurus,galliformes,phasianidae,Aves
sooty grouse,dendragapus fuliginosus,galliformes,phasianidae,Aves
dusky/sooty grouse,dendragapus obscurus/fuliginosus,galliformes,phasianidae,Aves
sharp-tailed grouse,tympanuchus phasianellus,galliformes,phasianidae,Aves
greater prairie-chicken,tympanuchus cupido,galliformes,phasianidae,Aves
lesser prairie-chicken,tympanuchus pallidicinctus,galliformes,phasianidae,Aves
greater/lesser prairie-chicken,tympanuchus cupido/pallidicinctus,galliformes,phasianidae,Aves
white-tailed ptarmigan,lagopus leucura,galliformes,phasianidae,Aves
willow ptarmigan,lagopus lagopus,galliformes,phasianidae,Aves
rock ptarmigan,lagopus muta,galliformes,phasianidae,Aves
ptarmigan sp.,lagopus sp.,galliformes,phasianidae,Aves
siberian grouse,falcipennis falcipennis,galliformes,phasianidae,Aves
spruce grouse,canachites canadensis,galliformes,phasianidae,Aves
ruffed/spruce grouse,bonasa umbellus/canachites canadensis,galliformes,phasianidae,Aves
black-billed capercaillie,tetrao urogalloides,galliformes,phasianidae,Aves
western capercaillie,tetrao urogallus,galliformes,phasianidae,Aves
black grouse,lyrurus tetrix,galliformes,phasianidae,Aves
caucasian grouse,lyrurus mlokosiewiczi,galliformes,phasianidae,Aves
grouse sp.,tetraoninae sp.,galliformes,phasianidae,Aves
long-billed partridge,rhizothera longirostris,galliformes,phasianidae,Aves
dulit partridge,rhizothera dulitensis,galliformes,phasianidae,Aves
tibetan partridge,perdix hodgsoniae,galliformes,phasianidae,Aves
grey partridge,perdix perdix,galliformes,phasianidae,Aves
daurian partridge,perdix dauurica,galliformes,phasianidae,Aves
copper pheasant,syrmaticus soemmerringii,galliformes,phasianidae,Aves
reeves's pheasant,syrmaticus reevesii,galliformes,phasianidae,Aves
mikado pheasant,syrmaticus mikado,galliformes,phasianidae,Aves
elliot's pheasant,syrmaticus ellioti,galliformes,phasianidae,Aves
mrs. hume's pheasant,syrmaticus humiae,galliformes,phasianidae,Aves
golden pheasant,chrysolophus pictus,galliformes,phasianidae,Aves
golden pheasant (domestic type),chrysolophus pictus (domestic type),galliformes,phasianidae,Aves
lady amherst's pheasant,chrysolophus amherstiae,galliformes,phasianidae,Aves
ring-necked pheasant,phasianus colchicus,galliformes,phasianidae,Aves
ring-necked pheasant (domestic type),phasianus colchicus (domestic type),galliformes,phasianidae,Aves
green pheasant,phasianus versicolor,galliformes,phasianidae,Aves
ring-necked/green pheasant,phasianus colchicus/versicolor,galliformes,phasianidae,Aves
cheer pheasant,catreus wallichii,galliformes,phasianidae,Aves
tibetan eared-pheasant,crossoptilon harmani,galliformes,phasianidae,Aves
white eared-pheasant,crossoptilon crossoptilon,galliformes,phasianidae,Aves
tibetan/white eared-pheasant,crossoptilon harmani/crossoptilon,galliformes,phasianidae,Aves
brown eared-pheasant,crossoptilon mantchuricum,galliformes,phasianidae,Aves
blue eared-pheasant,crossoptilon auritum,galliformes,phasianidae,Aves
edwards's pheasant,lophura edwardsi,galliformes,phasianidae,Aves
swinhoe's pheasant,lophura swinhoii,galliformes,phasianidae,Aves
bulwer's pheasant,lophura bulweri,galliformes,phasianidae,Aves
kalij pheasant,lophura leucomelanos,galliformes,phasianidae,Aves
silver pheasant,lophura nycthemera,galliformes,phasianidae,Aves
malayan crestless fireback,lophura erythrophthalma,galliformes,phasianidae,Aves
bornean crestless fireback,lophura pyronota,galliformes,phasianidae,Aves
siamese fireback,lophura diardi,galliformes,phasianidae,Aves
salvadori's pheasant,lophura inornata,galliformes,phasianidae,Aves
malayan crested fireback,lophura rufa,galliformes,phasianidae,Aves
bornean crested fireback,lophura ignita,galliformes,phasianidae,Aves
vietnamese crested argus,rheinardia ocellata,galliformes,phasianidae,Aves
malayan crested argus,rheinardia nigrescens,galliformes,phasianidae,Aves
great argus,argusianus argus,galliformes,phasianidae,Aves
congo peacock,afropavo congensis,galliformes,phasianidae,Aves
indian peafowl,pavo cristatus,galliformes,phasianidae,Aves
indian peafowl (domestic type),pavo cristatus (domestic type),galliformes,phasianidae,Aves
green peafowl,pavo muticus,galliformes,phasianidae,Aves
scaly-breasted partridge,tropicoperdix chloropus,galliformes,phasianidae,Aves
chestnut-necklaced partridge,tropicoperdix charltonii,galliformes,phasianidae,Aves
sabah partridge,tropicoperdix graydoni,galliformes,phasianidae,Aves
arborophila/tropicoperdix sp.,arborophila/tropicoperdix sp.,galliformes,phasianidae,Aves
crimson-headed partridge,haematortyx sanguiniceps,galliformes,phasianidae,Aves
red spurfowl,galloperdix spadicea,galliformes,phasianidae,Aves
painted spurfowl,galloperdix lunulata,galliformes,phasianidae,Aves
red/painted spurfowl,galloperdix spadicea/lunulata,galliformes,phasianidae,Aves
sri lanka spurfowl,galloperdix bicalcarata,galliformes,phasianidae,Aves
palawan peacock-pheasant,polyplectron napoleonis,galliformes,phasianidae,Aves
bornean peacock-pheasant,polyplectron schleiermacheri,galliformes,phasianidae,Aves
malayan peacock-pheasant,polyplectron malacense,galliformes,phasianidae,Aves
germain's peacock-pheasant,polyplectron germaini,galliformes,phasianidae,Aves
hainan peacock-pheasant,polyplectron katsumatae,galliformes,phasianidae,Aves
grey peacock-pheasant,polyplectron bicalcaratum,galliformes,phasianidae,Aves
mountain peacock-pheasant,polyplectron inopinatum,galliformes,phasianidae,Aves
bronze-tailed peacock-pheasant,polyplectron chalcurum,galliformes,phasianidae,Aves
pheasant sp.,phasianidae sp. (pheasant sp.),galliformes,phasianidae,Aves
mountain bamboo-partridge,bambusicola fytchii,galliformes,phasianidae,Aves
chinese bamboo-partridge,bambusicola thoracicus,galliformes,phasianidae,Aves
taiwan bamboo-partridge,bambusicola sonorivox,galliformes,phasianidae,Aves
chinese/taiwan bamboo-partridge,bambusicola thoracicus/sonorivox,galliformes,phasianidae,Aves
green junglefowl,gallus varius,galliformes,phasianidae,Aves
red junglefowl,gallus gallus,galliformes,phasianidae,Aves
red junglefowl (domestic type),gallus gallus (domestic type),galliformes,phasianidae,Aves
grey junglefowl,gallus sonneratii,galliformes,phasianidae,Aves
sri lanka junglefowl,gallus lafayettii,galliformes,phasianidae,Aves
latham's francolin,peliperdix lathami,galliformes,phasianidae,Aves
crested francolin,ortygornis sephaena,galliformes,phasianidae,Aves
grey francolin,ortygornis pondicerianus,galliformes,phasianidae,Aves
swamp francolin,ortygornis gularis,galliformes,phasianidae,Aves
chinese francolin,francolinus pintadeanus,galliformes,phasianidae,Aves
black francolin,francolinus francolinus,galliformes,phasianidae,Aves
painted francolin,francolinus pictus,galliformes,phasianidae,Aves
coqui francolin,campocolinus coqui,galliformes,phasianidae,Aves
white-throated francolin,campocolinus albogularis,galliformes,phasianidae,Aves
schlegel's francolin,campocolinus schlegelii,galliformes,phasianidae,Aves
ring-necked francolin,scleroptila streptophora,galliformes,phasianidae,Aves
red-winged francolin,scleroptila levaillantii,galliformes,phasianidae,Aves
finsch's francolin,scleroptila finschi,galliformes,phasianidae,Aves
moorland francolin,scleroptila psilolaema,galliformes,phasianidae,Aves
elgon francolin,scleroptila elgonensis,galliformes,phasianidae,Aves
grey-winged francolin,scleroptila afra,galliformes,phasianidae,Aves
orange river francolin,scleroptila gutturalis,galliformes,phasianidae,Aves
shelley's francolin,scleroptila shelleyi,galliformes,phasianidae,Aves
whyte's francolin,scleroptila whytei,galliformes,phasianidae,Aves
shelley's/whyte's francolin,scleroptila shelleyi/whytei,galliformes,phasianidae,Aves
tibetan snowcock,tetraogallus tibetanus,galliformes,phasianidae,Aves
altai snowcock,tetraogallus altaicus,galliformes,phasianidae,Aves
caucasian snowcock,tetraogallus caucasicus,galliformes,phasianidae,Aves
caspian snowcock,tetraogallus caspius,galliformes,phasianidae,Aves
himalayan snowcock,tetraogallus himalayensis,galliformes,phasianidae,Aves
tibetan/himalayan snowcock,tetraogallus tibetanus/himalayensis,galliformes,phasianidae,Aves
see-see partridge,ammoperdix griseogularis,galliformes,phasianidae,Aves
sand partridge,ammoperdix heyi,galliformes,phasianidae,Aves
brown quail,synoicus ypsilophorus,galliformes,phasianidae,Aves
snow mountain quail,synoicus monorthonyx,galliformes,phasianidae,Aves
blue-breasted quail,synoicus chinensis,galliformes,phasianidae,Aves
blue quail,synoicus adansonii,galliformes,phasianidae,Aves
madagascar partridge,margaroperdix madagarensis,galliformes,phasianidae,Aves
common quail,coturnix coturnix,galliformes,phasianidae,Aves
japanese quail,coturnix japonica,galliformes,phasianidae,Aves
harlequin quail,coturnix delegorguei,galliformes,phasianidae,Aves
rain quail,coturnix coromandelica,galliformes,phasianidae,Aves
common/rain quail,coturnix coturnix/coromandelica,galliformes,phasianidae,Aves
stubble quail,coturnix pectoralis,galliformes,phasianidae,Aves
new zealand quail,coturnix novaezelandiae,galliformes,phasianidae,Aves
old world quail sp.,synoicus/coturnix sp.,galliformes,phasianidae,Aves
barbary partridge,alectoris barbara,galliformes,phasianidae,Aves
arabian partridge,alectoris melanocephala,galliformes,phasianidae,Aves
red-legged partridge,alectoris rufa,galliformes,phasianidae,Aves
chukar,alectoris chukar,galliformes,phasianidae,Aves
rock partridge,alectoris graeca,galliformes,phasianidae,Aves
red-legged/rock partridge,alectoris rufa/graeca,galliformes,phasianidae,Aves
philby's partridge,alectoris philbyi,galliformes,phasianidae,Aves
przevalski's partridge,alectoris magna,galliformes,phasianidae,Aves
alectoris sp.,alectoris sp.,galliformes,phasianidae,Aves
jungle bush-quail,perdicula asiatica,galliformes,phasianidae,Aves
rock bush-quail,perdicula argoondah,galliformes,phasianidae,Aves
jungle/rock bush-quail,perdicula asiatica/argoondah,galliformes,phasianidae,Aves
painted bush-quail,perdicula erythrorhyncha,galliformes,phasianidae,Aves
manipur bush-quail,perdicula manipurensis,galliformes,phasianidae,Aves
himalayan quail,ophrysia superciliosa,galliformes,phasianidae,Aves
hartlaub's spurfowl,pternistis hartlaubi,galliformes,phasianidae,Aves
mount cameroon spurfowl,pternistis camerunensis,galliformes,phasianidae,Aves
handsome spurfowl,pternistis nobilis,galliformes,phasianidae,Aves
chestnut-naped spurfowl,pternistis castaneicollis,galliformes,phasianidae,Aves
erckel's spurfowl,pternistis erckelii,galliformes,phasianidae,Aves
djibouti spurfowl,pternistis ochropectus,galliformes,phasianidae,Aves
swierstra's spurfowl,pternistis swierstrai,galliformes,phasianidae,Aves
ahanta spurfowl,pternistis ahantensis,galliformes,phasianidae,Aves
grey-striped spurfowl,pternistis griseostriatus,galliformes,phasianidae,Aves
jackson's spurfowl,pternistis jacksoni,galliformes,phasianidae,Aves
red-billed spurfowl,pternistis adspersus,galliformes,phasianidae,Aves
cape spurfowl,pternistis capensis,galliformes,phasianidae,Aves
natal spurfowl,pternistis natalensis,galliformes,phasianidae,Aves
hildebrandt's spurfowl,pternistis hildebrandti,galliformes,phasianidae,Aves
double-spurred spurfowl,pternistis bicalcaratus,galliformes,phasianidae,Aves
scaly spurfowl,pternistis squamatus,galliformes,phasianidae,Aves
heuglin's spurfowl,pternistis icterorhynchus,galliformes,phasianidae,Aves
clapperton's spurfowl,pternistis clappertoni,galliformes,phasianidae,Aves
harwood's spurfowl,pternistis harwoodi,galliformes,phasianidae,Aves
swainson's spurfowl,pternistis swainsonii,galliformes,phasianidae,Aves
yellow-necked spurfowl,pternistis leucoscepus,galliformes,phasianidae,Aves
grey-breasted spurfowl,pternistis rufopictus,galliformes,phasianidae,Aves
red-necked spurfowl,pternistis afer,galliformes,phasianidae,Aves
francolin/spurfowl sp.,phasianidae sp. (francolin/spurfowl sp.),galliformes,phasianidae,Aves
chilean flamingo,phoenicopterus chilensis,phoenicopteriformes,phoenicopteridae,Aves
american flamingo,phoenicopterus ruber,phoenicopteriformes,phoenicopteridae,Aves
greater flamingo,phoenicopterus roseus,phoenicopteriformes,phoenicopteridae,Aves
american/greater flamingo,phoenicopterus ruber/roseus,phoenicopteriformes,phoenicopteridae,Aves
lesser flamingo,phoeniconaias minor,phoenicopteriformes,phoenicopteridae,Aves
greater/lesser flamingo,phoenicopterus roseus/phoeniconaias minor,phoenicopteriformes,phoenicopteridae,Aves
andean flamingo,phoenicoparrus andinus,phoenicopteriformes,phoenicopteridae,Aves
james's flamingo,phoenicoparrus jamesi,phoenicopteriformes,phoenicopteridae,Aves
flamingo sp.,phoenicopteridae sp.,phoenicopteriformes,phoenicopteridae,Aves
white-tufted grebe,rollandia rolland,podicipediformes,podicipedidae,Aves
titicaca grebe,rollandia microptera,podicipediformes,podicipedidae,Aves
alaotra grebe,tachybaptus rufolavatus,podicipediformes,podicipedidae,Aves
little grebe,tachybaptus ruficollis,podicipediformes,podicipedidae,Aves
australasian grebe,tachybaptus novaehollandiae,podicipediformes,podicipedidae,Aves
madagascar grebe,tachybaptus pelzelnii,podicipediformes,podicipedidae,Aves
least grebe,tachybaptus dominicus,podicipediformes,podicipedidae,Aves
pied-billed grebe,podilymbus podiceps,podicipediformes,podicipedidae,Aves
