sci_name,class,order,family,primary_com_name
orthogeomys cuniculus,mammalia,rodentia,geomyidae,oaxacan pocket gopher
rhinolophus deckenii,mammalia,chiroptera,rhinolophidae,decken's horseshoe bat
ctenomys azarae,mammalia,rodentia,ctenomyidae,azara's tuco-tuco
miniopterus eschscholtzii,mammalia,chiroptera,miniopteridae,eschscholtz's long-fingered bat
genetta maculata,mammalia,carnivora,viverridae,rusty-spotted genet
petaurus australis,mammalia,diprotodontia,petauridae,yellow-bellied glider
cebuella niveiventris,mammalia,primates,callitrichidae,eastern pygmy marmoset
callithrix jacchus,mammalia,primates,callitrichidae,common marmoset
miniopterus fuscus,mammalia,chiroptera,miniopteridae,ryukyu long-fingered bat
ctenomys lami,mammalia,rodentia,ctenomyidae,lami tuco-tuco
leontocebus tripartitus,mammalia,primates,callitrichidae,golden-mantled saddle-back tamarin
eidolon helvum,mammalia,chiroptera,pteropodidae,african straw-colored fruit bat
calomyscus bailwardi,mammalia,rodentia,calomyscidae,mouse-like hamster
ctenomys coyhaiquensis,mammalia,rodentia,ctenomyidae,coyhaique tuco-tuco
tarsius pumilus,mammalia,primates,tarsiidae,pygmy tarsier
viverra civettina,mammalia,carnivora,viverridae,malabar large-spotted civet
ctenomys fulvus,mammalia,rodentia,ctenomyidae,tawny tuco-tuco
glyphotes simus,mammalia,rodentia,sciuridae,sculptor squirrel
sorex trowbridgii,mammalia,soricomorpha,soricidae,trowbridge's shrew
rhinolophus canuti,mammalia,chiroptera,rhinolophidae,canut's horseshoe bat
chodsigoa salenskii,mammalia,soricomorpha,soricidae,salenski's shrew
coelops robinsoni,mammalia,chiroptera,hipposideridae,malayan tailless leaf-nosed bat
oryzorictes hova,mammalia,afrosoricida,tenrecidae,hova rice tenrec
prionailurus iriomotensis,mammalia,carnivora,felidae,iriomote cat
petrogale concinna,mammalia,diprotodontia,macropodidae,nabarlek
lontra felina,mammalia,carnivora,mustelidae,marine otter
rhinolophus willardi,mammalia,chiroptera,rhinolophidae,willard's horseshoe bat
ictonyx striatus,mammalia,carnivora,mustelidae,striped polecat
rhinolophus francisi,mammalia,chiroptera,rhinolophidae,francis's woolly horseshoe bat
ningaui ridei,mammalia,dasyuromorphia,dasyuridae,wongai ningaui
lagorchestes asomatus,mammalia,diprotodontia,macropodidae,lake mackay hare-wallaby
hipposideros galeritus,mammalia,chiroptera,hipposideridae,cantor's leaf-nosed bat
rhinolophus hilli,mammalia,chiroptera,rhinolophidae,hill's horseshoe bat
chaetodipus arenarius,mammalia,rodentia,heteromyidae,little desert pocket mouse
amblysomus septentrionalis,mammalia,afrosoricida,chrysochloridae,highveld golden mole
chaetodipus eremicus,mammalia,rodentia,heteromyidae,chihuahuan desert pocket mouse
felis silvestris,mammalia,carnivora,felidae,wildcat
petrogale coenensis,mammalia,diprotodontia,macropodidae,cape york rock-wallaby
ctenomys tucumanus,mammalia,rodentia,ctenomyidae,tucumán tuco-tuco
mico marcai,mammalia,primates,callitrichidae,marca's marmoset
miniopterus natalensis,mammalia,chiroptera,miniopteridae,natal long-fingered bat
rhinopoma hardwickii,mammalia,chiroptera,rhinopomatidae,lesser mouse-tailed bat
rhinonicteris aurantia,mammalia,chiroptera,rhinonycteridae,orange diamond-faced bat
cryptotis montivaga,mammalia,soricomorpha,soricidae,ecuadorean small-eared shrew
dipodomys ordii,mammalia,rodentia,heteromyidae,ord's kangaroo rat
callosciurus inornatus,mammalia,rodentia,sciuridae,inornate squirrel
tamiops maritimus,mammalia,rodentia,sciuridae,maritime striped squirrel
rhinolophus osgoodi,mammalia,chiroptera,rhinolophidae,osgood's horseshoe bat
cryptotis alticola,mammalia,soricomorpha,soricidae,central mexican broad-clawed shrew
cryptotis griseoventris,mammalia,soricomorpha,soricidae,guatemalan broad-clawed shrew
rhinolophus mehelyi,mammalia,chiroptera,rhinolophidae,mehely's horseshoe bat
macroglossus sobrinus,mammalia,chiroptera,pteropodidae,greater long-nosed fruit bat
callosciurus orestes,mammalia,rodentia,sciuridae,borneo black-banded squirrel
salanoia concolor,mammalia,carnivora,eupleridae,brown-tailed mongoose
dipodomys venustus,mammalia,rodentia,heteromyidae,narrow-faced kangaroo rat
rhinolophus perniger,mammalia,chiroptera,rhinolophidae,northern woolly horseshoe bat
megasorex gigas,mammalia,soricomorpha,soricidae,mexican shrew
cuscomys ashaninka,mammalia,rodentia,abrocomidae,ashaninka arboreal chinchilla rat
sminthopsis crassicaudata,mammalia,dasyuromorphia,dasyuridae,fat-tailed dunnart
natalus lanatus,mammalia,chiroptera,natalidae,woolly funnel-eared bat
mico melanurus,mammalia,primates,callitrichidae,black-tailed marmoset
ctenomys steinbachi,mammalia,rodentia,ctenomyidae,steinbach's tuco-tuco
menetes berdmorei,mammalia,rodentia,sciuridae,indochinese ground squirrel
viverricula indica,mammalia,carnivora,viverridae,small indian civet
dendrolagus mbaiso,mammalia,diprotodontia,macropodidae,dingiso
neamblysomus julianae,mammalia,afrosoricida,chrysochloridae,juliana's golden mole
liomys adspersus,mammalia,rodentia,heteromyidae,panamanian spiny pocket mouse
rhinolophus beddomei,mammalia,chiroptera,rhinolophidae,beddome's woolly horseshoe bat
hipposideros doriae,mammalia,chiroptera,hipposideridae,bornean leaf-nosed bat
lagostrophus fasciatus,mammalia,diprotodontia,macropodidae,banded hare-wallaby
eira barbara,mammalia,carnivora,mustelidae,tayra
miniopterus maghrebensis,mammalia,chiroptera,miniopteridae,maghrebian bent-wing bat
rhinolophus cohenae,mammalia,chiroptera,rhinolophidae,cohen's horseshoe bat
onychogalea unguifera,mammalia,diprotodontia,macropodidae,northern nail-tail wallaby
leopardus geoffroyi,mammalia,carnivora,felidae,geoffroy's cat
hipposideros beatus,mammalia,chiroptera,hipposideridae,benito leaf-nosed bat
chodsigoa hypsibia,mammalia,soricomorpha,soricidae,de winton's shrew
chaetodipus fallax,mammalia,rodentia,heteromyidae,san diego pocket mouse
condylura cristata,mammalia,soricomorpha,talpidae,star-nosed mole
antechinus adustus,mammalia,dasyuromorphia,dasyuridae,rusty antechinus
sus verrucosus,mammalia,artiodactyla,suidae,java warty pig
ctenomys leucodon,mammalia,rodentia,ctenomyidae,white-toothed tuco-tuco
miniopterus petersoni,mammalia,chiroptera,miniopteridae,peterson's long-fingered bat
otolemur crassicaudatus,mammalia,primates,galagidae,brown greater galago
cuniculus taczanowskii,mammalia,rodentia,cuniculidae,mountain paca
calomyscus tsolovi,mammalia,rodentia,calomyscidae,syrian calomyscus
ctenomys pundti,mammalia,rodentia,ctenomyidae,pundt's tuco-tuco
miniopterus pusillus,mammalia,chiroptera,miniopteridae,small bent-winged bat
leontopithecus chrysomelas,mammalia,primates,callitrichidae,golden-headed lion tamarin
neofelis diardi,mammalia,carnivora,felidae,sunda clouded leopard
tarsipes rostratus,mammalia,diprotodontia,tarsipedidae,honey possum
genetta abyssinica,mammalia,carnivora,viverridae,abyssinian genet
rhinolophus euryotis,mammalia,chiroptera,rhinolophidae,broad-eared horseshoe bat
episoriculus macrurus,mammalia,soricomorpha,soricidae,long-tailed mountain shrew
rhinolophus swinnyi,mammalia,chiroptera,rhinolophidae,swinny's horseshoe bat
aotus nancymai,mammalia,primates,aotidae,ma's night monkey
sus cebifrons,mammalia,artiodactyla,suidae,visayan warty pig
mustela lutreola,mammalia,carnivora,mustelidae,european mink
thomomys idahoensis,mammalia,rodentia,geomyidae,idaho pocket gopher
natalus stramineus,mammalia,chiroptera,natalidae,lesser antillean funnel-eared bat
doryrhina stenotis,mammalia,chiroptera,hipposideridae,narrow-eared leaf-nosed bat
blarinella quadraticauda,mammalia,soricomorpha,soricidae,asiatic short-tailed shrew
dendrolagus goodfellowi,mammalia,diprotodontia,macropodidae,goodfellow's tree-kangaroo
paranyctimene raptor,mammalia,chiroptera,pteropodidae,unstriped tube-nosed fruit bat
hipposideros durgadasi,mammalia,chiroptera,hipposideridae,durga das's leaf-nosed bat
paragalago granti,mammalia,primates,galagidae,grant's bushbaby
parascaptor leucura,mammalia,soricomorpha,talpidae,white-tailed mole
nycteris woodi,mammalia,chiroptera,nycteridae,wood's long-eared bat
ctenodactylus gundi,mammalia,rodentia,ctenodactylidae,common gundi
prosciurillus weberi,mammalia,rodentia,sciuridae,weber's dwarf squirrel
idiurus zenkeri,mammalia,rodentia,anomaluridae,pygmy scaly-tailed flying squirrel
abrocoma boliviensis,mammalia,rodentia,abrocomidae,bolivian chinchilla rat
saguinus niger,mammalia,primates,callitrichidae,black tamarin
hipposideros hypophyllus,mammalia,chiroptera,hipposideridae,kolar leaf-nosed bat
hipposideros pomona,mammalia,chiroptera,hipposideridae,pomona leaf-nosed bat
nyctimene robinsoni,mammalia,chiroptera,pteropodidae,queensland tube-nosed fruit bat
dryomys laniger,mammalia,rodentia,gliridae,woolly dormouse
chimarrogale phaeura,mammalia,soricomorpha,soricidae,bornean water shrew
doryrhina cyclops,mammalia,chiroptera,hipposideridae,cyclops leaf-nosed bat
furipterus horrens,mammalia,chiroptera,furipteridae,thumbless bat
thomomys townsendii,mammalia,rodentia,geomyidae,townsend's pocket gopher
mustela sibirica,mammalia,carnivora,mustelidae,siberian weasel
rhinolophus simulator,mammalia,chiroptera,rhinolophidae,bushveld horseshoe bat
dymecodon pilirostris,mammalia,soricomorpha,talpidae,true's shrew mole
sorex arizonae,mammalia,soricomorpha,soricidae,arizona shrew
exilisciurus concinnus,mammalia,rodentia,sciuridae,philippine pygmy squirrel
dasyprocta punctata,mammalia,rodentia,dasyproctidae,central american agouti
leontocebus cruzlimai,mammalia,primates,callitrichidae,cruz lima's saddle-back tamarin
catopuma badia,mammalia,carnivora,felidae,bay cat
paradoxurus hermaphroditus,mammalia,carnivora,viverridae,asian palm civet
notopteris neocaledonicus,mammalia,chiroptera,pteropodidae,new caledonia long-tailed fruit bat
saguinus bicolor,mammalia,primates,callitrichidae,brazilian bare-faced tamarin
ctenomys sylvanus,mammalia,rodentia,ctenomyidae,forest tuco-tuco
sminthopsis ooldea,mammalia,dasyuromorphia,dasyuridae,ooldea dunnart
galago moholi,mammalia,primates,galagidae,moholi bushbaby
tarsius tarsier,mammalia,primates,tarsiidae,selayar tarsier
ctenomys mendocinus,mammalia,rodentia,ctenomyidae,mendoza tuco-tuco
hyosciurus ileile,mammalia,rodentia,sciuridae,lowland long-nosed squirrel
micromurexia habbema,mammalia,dasyuromorphia,dasyuridae,habbema dasyure
blarina hylophaga,mammalia,soricomorpha,soricidae,elliot's short-tailed shrew
rhinolophus acuminatus,mammalia,chiroptera,rhinolophidae,acuminate horseshoe bat
uncia uncia,mammalia,carnivora,felidae,snow leopard
blarina peninsulae,mammalia,soricomorpha,soricidae,everglades short-tailed shrew
hipposideros calcaratus,mammalia,chiroptera,hipposideridae,spurred leaf-nosed bat
microgale gracilis,mammalia,afrosoricida,tenrecidae,gracile shrew tenrec
atherurus macrourus,mammalia,rodentia,hystricidae,asiatic brush-tailed porcupine
arctonyx collaris,mammalia,carnivora,mustelidae,hog badger
rhinolophus horaceki,mammalia,chiroptera,rhinolophidae,horacek's horseshoe bat
melogale cucphuongensis,mammalia,carnivora,mustelidae,cuc phuong ferret-badger
hipposideros curtus,mammalia,chiroptera,hipposideridae,short-tailed leaf-nosed bat
antechinus godmani,mammalia,dasyuromorphia,dasyuridae,atherton antechinus
felis nigripes,mammalia,carnivora,felidae,black-footed cat
aotus zonalis,mammalia,primates,aotidae,panamanian night monkey
sminthopsis bindi,mammalia,dasyuromorphia,dasyuridae,kakadu dunnart
ctenomys porteousi,mammalia,rodentia,ctenomyidae,porteous's tuco-tuco
sminthopsis gilberti,mammalia,dasyuromorphia,dasyuridae,gilbert's dunnart
nycteris aurita,mammalia,chiroptera,nycteridae,andersen's slit-faced bat
abrocoma famatina,mammalia,rodentia,abrocomidae,famatina chinchilla rat
chrotogale owstoni,mammalia,carnivora,viverridae,owston's palm civet
galidia elegans,mammalia,carnivora,eupleridae,ring-tailed mongoose
dasyprocta azarae,mammalia,rodentia,dasyproctidae,azara's agouti
callosciurus quinquestriatus,mammalia,rodentia,sciuridae,anderson's squirrel
rhinolophus macrotis,mammalia,chiroptera,rhinolophidae,big-eared horseshoe bat
cryptotis merriami,mammalia,soricomorpha,soricidae,merriam's small-eared shrew
rhinolophus pusillus,mammalia,chiroptera,rhinolophidae,least horseshoe bat
triaenops afer,mammalia,chiroptera,rhinonycteridae,african trident bat
