Year,Semester,World region,Country,Administrative Division,Disease,Serotype/Subtype/Genotype,Animal Category,Species,Event_id,Outbreak_id,New outbreaks,Susceptible,Measuring units,Cases,Killed and disposed of,Slaughtered,Deaths,Vaccinated
2023,Jul-Dec 2023,Americas,Peru,"Junín","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5 (N untyped)",Domestic,"Birds",-,-,-,71,Animal,22,64,-,7,-
2023,Jul-Dec 2023,Americas,Peru,"La Libertad","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5 (N untyped)",Domestic,"",-,-,7,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Americas,Peru,"La Libertad","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5 (N untyped)",Domestic,"Birds",-,-,-,616,Animal,95,95,-,15,-
2023,Jul-Dec 2023,Americas,Peru,"La Libertad","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5 (N untyped)",Wild,"",-,-,2,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Americas,Peru,"La Libertad","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5 (N untyped)",Wild,"Grey Gull",-,-,-,-,Animal,5,-,-,-,-
2023,Jul-Dec 2023,Americas,Peru,"La Libertad","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5 (N untyped)",Wild,"Waved albatross",-,-,-,-,Animal,2,-,-,2,-
2023,Jul-Dec 2023,Americas,Peru,"Lambayeque","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5 (N untyped)",Domestic,"",-,-,26,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Americas,Peru,"Lambayeque","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5 (N untyped)",Domestic,"Birds",-,-,-,1107,Animal,998,136,-,971,-
2023,Jul-Dec 2023,Americas,Peru,"Lambayeque","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5 (N untyped)",Wild,"",-,-,1,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Americas,Peru,"Lambayeque","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5 (N untyped)",Wild,"Waved albatross",-,-,-,-,Animal,1,-,-,1,-
2023,Jul-Dec 2023,Americas,Peru,"Lima Province","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5 (N untyped)",Domestic,"",-,-,8,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Americas,Peru,"Lima Province","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5 (N untyped)",Domestic,"Birds",-,-,-,1154,Animal,156,766,-,127,-
2023,Jul-Dec 2023,Americas,Peru,"Lima Province","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5 (N untyped)",Wild,"",-,-,1,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Americas,Peru,"Lima Province","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5 (N untyped)",Wild,"Rock Pigeon (Rock Dove)",-,-,-,-,Animal,2,2,-,-,-
2023,Jul-Dec 2023,Americas,Peru,"Lima","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5 (N untyped)",Domestic,"",-,-,2,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Americas,Peru,"Lima","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5 (N untyped)",Domestic,"Birds",-,-,-,85,Animal,29,59,-,26,-
2023,Jul-Dec 2023,Americas,Peru,"Lima","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5 (N untyped)",Wild,"",-,-,1,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Americas,Peru,"Lima","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5 (N untyped)",Wild,"Peruvian Booby",-,-,-,-,Animal,1,-,-,1,-
2023,Jul-Dec 2023,Americas,Peru,"Moquegua","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5 (N untyped)",Wild,"",-,-,2,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Americas,Peru,"Moquegua","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5 (N untyped)",Wild,"Peruvian Booby",-,-,-,-,Animal,12,1,-,11,-
2023,Jul-Dec 2023,Americas,Peru,"Moquegua","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5 (N untyped)",Wild,"Whimbrel",-,-,-,-,Animal,1,1,-,-,-
2023,Jul-Dec 2023,Americas,Peru,"Peruvian Exclusive Economic Zone","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5 (N untyped)",Wild,"",-,-,1,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Americas,Peru,"Peruvian Exclusive Economic Zone","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5 (N untyped)",Wild,"Peruvian Booby",-,-,-,-,Animal,20,-,-,10,-
2023,Jul-Dec 2023,Americas,Peru,"Piura","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5 (N untyped)",Domestic,"",-,-,1,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Americas,Peru,"Piura","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5 (N untyped)",Domestic,"Birds",-,-,-,45,Animal,1,44,-,1,-
2023,Jul-Dec 2023,Americas,Peru,"Tacna","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5 (N untyped)",Wild,"",-,-,1,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Americas,Peru,"Tacna","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5 (N untyped)",Wild,"Great Skua",-,-,-,-,Animal,25,5,-,20,-
2023,Jul-Dec 2023,Americas,Peru,"Tumbes","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5 (N untyped)",Domestic,"",-,-,1,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Americas,Peru,"Tumbes","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5 (N untyped)",Domestic,"Birds",-,-,-,314,Animal,314,250,-,64,-
2023,Jul-Dec 2023,Americas,Peru,"Tumbes","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5 (N untyped)",Wild,"",-,-,2,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Americas,Peru,"Tumbes","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5 (N untyped)",Wild,"Magnificent Frigatebird",-,-,-,-,Animal,210,-,-,104,-
2023,Jul-Dec 2023,Americas,South Georgia and the South Sandwich Islands,"South Georgia and the South Sandwich Islands","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,5,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Americas,South Georgia and the South Sandwich Islands,"South Georgia and the South Sandwich Islands","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Brown skua",-,-,-,-,Animal,14,-,-,14,-
2023,Jul-Dec 2023,Americas,South Georgia and the South Sandwich Islands,"South Georgia and the South Sandwich Islands","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Kelp Gull",-,-,-,-,Animal,8,-,-,8,-
2023,Jul-Dec 2023,Americas,United States of America,"Alabama","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,2,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"Alabama","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,354365,Animal,-,354365,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"Arkansas","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,4,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"Arkansas","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,255102,Animal,-,255012,-,90,-
2023,Jul-Dec 2023,Americas,United States of America,"California","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,25,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"California","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,6069034,Animal,-,6065569,-,3465,-
2023,Jul-Dec 2023,Americas,United States of America,"Colorado","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,1,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"Colorado","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,4537,Animal,-,4537,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"Georgia","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,1,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"Georgia","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,30000,Animal,-,30000,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"Idaho","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,1,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"Idaho","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,200,Animal,-,147,-,53,-
2023,Jul-Dec 2023,Americas,United States of America,"Iowa","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,11,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"Iowa","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,2926927,Animal,-,2919388,-,7539,-
2023,Jul-Dec 2023,Americas,United States of America,"Kansas","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,5,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"Kansas","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,1665000,Animal,-,1630025,-,34975,-
2023,Jul-Dec 2023,Americas,United States of America,"Maryland","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,1,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"Maryland","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,192970,Animal,-,192927,-,43,-
2023,Jul-Dec 2023,Americas,United States of America,"Michigan","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,3,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"Michigan","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,79495,Animal,-,67811,-,11684,-
2023,Jul-Dec 2023,Americas,United States of America,"Minnesota","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,34,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"Minnesota","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,2153771,Animal,-,2151040,-,2731,-
2023,Jul-Dec 2023,Americas,United States of America,"Missouri","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,3,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"Missouri","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,46252,Animal,-,42798,-,3454,-
2023,Jul-Dec 2023,Americas,United States of America,"Montana","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,2,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"Montana","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,81547,Animal,-,81547,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"Nevada","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,-,Animal,-,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"New Jersey","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,1,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"New Jersey","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,536,Animal,-,536,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"New York","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,4,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"New York","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,6129,Animal,-,5648,-,481,-
2023,Jul-Dec 2023,Americas,United States of America,"North Dakota","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,4,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"North Dakota","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,85625,Animal,-,85419,-,206,-
2023,Jul-Dec 2023,Americas,United States of America,"Ohio","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,6,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"Ohio","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,5891683,Animal,-,5884248,-,7435,-
2023,Jul-Dec 2023,Americas,United States of America,"Oregon","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,3,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"Oregon","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,798594,Animal,-,743966,-,54628,-
2023,Jul-Dec 2023,Americas,United States of America,"Pennsylvania","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,1,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"Pennsylvania","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,98275,Animal,-,98275,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"South Dakota","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,35,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"South Dakota","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,1277127,Animal,-,1277073,-,54,-
2023,Jul-Dec 2023,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"",-,-,75,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Birds",-,-,-,4236,Animal,-,2234,-,956,-
2023,Jul-Dec 2023,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"American Black Duck",-,-,-,-,Animal,5,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"American Coot",-,-,-,-,Animal,1,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"American crow",-,-,-,-,Animal,1,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"American White Pelican",-,-,-,-,Animal,11,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"American wigeon",-,-,-,-,Animal,101,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Anatidae (unidentified)",-,-,-,-,Animal,12,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Bald Eagle",-,-,-,-,Animal,16,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Black Turnstone",-,-,-,-,Animal,1,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Black Vulture",-,-,-,-,Animal,22,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Black-legged Kittiwake",-,-,-,-,Animal,1,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Blue winged teal",-,-,-,-,Animal,88,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Bufflehead",-,-,-,-,Animal,1,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Cackling Goose",-,-,-,-,Animal,29,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"California Quail",-,-,-,-,Animal,6,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Canada Goose",-,-,-,-,Animal,49,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Canvasback",-,-,-,-,Animal,5,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Caspian Tern",-,-,-,-,Animal,10,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Cinnamon Teal",-,-,-,-,Animal,5,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Common Murre",-,-,-,-,Animal,17,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Common Raven",-,-,-,-,Animal,2,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Cooper's Hawk",-,-,-,-,Animal,2,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Double-crested cormorant",-,-,-,-,Animal,1,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Gadwall",-,-,-,-,Animal,78,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Glaucous Gull",-,-,-,-,Animal,3,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Glaucous-winged Gull",-,-,-,-,Animal,2,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Golden Eagle",-,-,-,-,Animal,2,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Great Horned owl",-,-,-,-,Animal,19,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Greater White-fronted Goose",-,-,-,-,Animal,6,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Green-winged Teal",-,-,-,-,Animal,193,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Herring Gull",-,-,-,-,Animal,1,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"King Vulture",-,-,-,-,Animal,1,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Lesser Scaup",-,-,-,-,Animal,9,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Mallard",-,-,-,-,Animal,362,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Mottled Duck",-,-,-,-,Animal,4,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Northern Pintail",-,-,-,-,Animal,69,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Northern Shoveler",-,-,-,-,Animal,43,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Osprey",-,-,-,-,Animal,1,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Passeridae (unidentified)",-,-,-,-,Animal,5,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Peregrin falcon",-,-,-,-,Animal,15,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Plush-crested Jay",-,-,-,-,Animal,1,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Red-tailed Hawk",-,-,-,-,Animal,20,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Redhead",-,-,-,-,Animal,17,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Ring-billed gull",-,-,-,-,Animal,2,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Ring-necked Duck",-,-,-,-,Animal,38,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Ross's Goose",-,-,-,-,Animal,3,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Ruddy Duck",-,-,-,-,Animal,3,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Sanderling",-,-,-,-,Animal,1,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Scarlet Ibis",-,-,-,-,Animal,1,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Sharp-shinned Hawk",-,-,-,-,Animal,1,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Short-tailed shearwater",-,-,-,-,Animal,3,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Snow Goose",-,-,-,-,Animal,29,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Snowy plover",-,-,-,-,Animal,1,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Swainson's Hawk",-,-,-,-,Animal,1,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Trumpeter Swan",-,-,-,-,Animal,11,-,-,-,-
